Usuário,Data,Post Id,URL,Legenda,Decupagem
Eduardo Girão,01 de ago.,Cva1pC7rbBH,https://www.instagram.com/p/Cva1pC7rbBH/,"👉🏽CONFIRMADO: ABIN FEZ 33 ALERTAS AO GOV.LULA DE 2 A 8/1⏰

O que já vínhamos suspeitando há muito tempo foi ratificado hoje na CPMI durante o depoimento do ex-diretor da ABIN,Saulo Moura que revelou o envio de 33 alertas de inteligência a muitos órgãos do governo federal sobre a possibilidade de ocorrência de atos violentos no dia 8. A pergunta agora é: quem mesmo  se beneficiaria com tal vandalismo que poderia ter sido evitado naquele fatídico dia? Aliás,o pres Lula havia dito logo após os atos após voltar da viagem de SP elaborada ás pressas - na véspera dos tristes acontecimentos de 8 de janeiro : “alguém deixou a porta aberta” ! Pois é…Inexplicavelmente não houve nenhum reforço de segurança no Batalhão Presidencial ,responsável pelo Palácio do Planalto; muito pelo contrário: houve foi uma desmobilização horas antes dos ataques e até agora não sabemos onde estava a força de segurança nacional,que talvez as imagens -ainda negadas pelo Min Dino -mostrem ao Brasil o seu paradeiro . O depoimento de hoje reforça a necessidade do acesso à todas as imagens coletadas pelas câmeras de segurança do Palácio, do STF, do Ministério da Justiça e do Congresso Nacional. São mais de 160 horas de imagens. Se o vazamento de apenas alguns minutos já foi suficiente para o imediato pedido de demissão do General Gonçalves Dias da chefia do GSI, dá pra entender por que os parlamentares governistas estão dificultando ao máximo o bom andamento dos trabalhos destinados a descobrir o que de fato ocorreu neste emblemático dia para que finalmente prevaleça a Justiça.
A Verdade  sempre aparece, e é para isso que esta comissão foi criada. Com a graça de Deus, vamos encontrar os responsáveis pelas ações e omissões dos atos ocorridos no início do ano. Deus no controle. De tudo! Paz & Bem! 👍🇧🇷☀️🙏🏽
#senadoreduardogirão #fimdaimpunidade #justiçaparatodos #pelobrasil #éticanapolítica #jesusnocomando #peloceará #vaidarcerto","<Carrossel> <Primeira imagem reproduz manchete de O Tempo ""Ex-chefe da Abin diz que ministro de lula foi alertado de riscos no 8/1"". Imagem de um executivo cobrindo o rosto com as mãos, envergonhado, uma chamada em vermelho ""OMISSÃO OU INCOMPETÊNCIA"" com o PT destacado><Segunda imagem reproduz manchete do Metrópoles ""Governo Lula entra na mira da CPI do 8/1 com depoimento de ex-diretor da abin; siga"". Abaixo uma foto do ex-diretor da abin Saulo Moura da Cunha> "
Eduardo Girão,01 de ago.,CvaN7BRMle3,https://www.instagram.com/reel/CvaN7BRMle3/,"🇧🇷VITÓRIA DO BRASIL: MIN.DINO TERÁ 48 HS P/ENVIAR IMAGENS NEGADAS Á CPMI👀

Graças a Deus, mesmo em minoria, obtivemos hoje uma grande conquista diante dos arroubos autoritários dos poderosos de plantão. Logo no início da sessão da Comissão parlamentar de inquérito cobrei respeito ao Congresso pelo Gov.LULA  e repudiei a  injustificável decisão do ministro da Justiça Flávio Dino em negar o acesso às imagens das câmeras de segurança do ministério da Justiça naquele fatídico dia 8/1. Algo que aprovamos há semanas! Por que eles querem “ganhar tempo” nesse envio? Poderiam manipular? Sim, por que uma recusa sobre algo deliberado numa CPMI é obstrução a investigação. Se nós compararmos essa Comissão com um corpo, todas as imagens disponíveis são equivalentes ao coração e pulmões dessa investigação.  Prova cabal nós tivemos com o resultado do vazamento de apenas alguns minutos das imagens do Palácio do Planalto que resultaram no imediato pedido de demissão do General Gonçalves Dias, responsável então pelo GSI. Ele que era o General do LULA!
Só depois dessas revelações é que a base governista não teve mais como segurar a instalação da CPMI que precisa justificar para a sociedade todos os seus custos, descobrindo toda a Verdade doa a quem doer. Que a Justiça e o bom senso prevaleçam na Nação.  Deus no controle. De tudo! Paz & Bem! 👍🇧🇷☀️🙏🏽

#senadoreduardogirão #fimdaimpunidade #justiçaparatodos #pelobrasil #éticanapolítica #jesusnocomando #peloceará #vaidarcerto","<transmissão da CPMI com o parlamentar em destaque. Em cima uma faixa ""gov. Lula e o ""esconde esconde"" de imagens"". Abaixo ""Força Nacional estaria represada no MJ em 8/1?"">

(Edurardo Girão) Eu queria, inicialmente, lhe cumprimentar pela sua firmeza, pelo seu equilíbrio, em se fazer respeitar, porque eu acho que o que está em jogo aqui é que, como a regra da boa convivência é o respeito, é se dar o respeito. 

(Edurardo Girão) Essa comissão parlamentar de inquérito tem poderes próprios de investigação e eu não fico muito surpreso, confesso, Senhor Presidente, com essa negativa do Ministro da Justiça com relação às imagens, importantíssimas, quero deixar muito claro e vou explicar por quê, do Ministério da Justiça naquele fatídico dia. Eu não fico surpreso porque o próprio Presidente da República, Luiz Inácio Lula da Silva, fala que a democracia é relativa.

(Edurardo Girão) Claro, o Ministro da Justiça está seguindo a cartilha da democracia relativa, porque é um desrespeito a essa comissão. Isso mostra o apreço a uma instituição como o Senado Federal, que é questionada lá fora, pela população brasileira, sistematicamente. Nós somos muito questionados por estarmos aí sendo esmagados, muitas vezes, por poderes que agora têm um alinhamento muito claro entre o poder executivo e o poder judiciário.

(Edurardo Girão) E a gente percebe um questionamento cada vez maior nesse sentido quando vê a própria ministra presidente do STF, Rosa Weber, também não compartilhar a investigação, os documentos solicitados, os requerimentos que o senhor foi lá, se reuniu e pediu. Então, o que é que nós estamos fazendo aqui? O que é que nós estamos fazendo aqui? Salário, quanto é que custa o salário nosso? Quanto é que custa, para rodar essa instituição? Câmara e Senado Federal, para fazer um trabalho, para mobilizar passagem aérea, gabinete, assessores, para a gente chegar aqui e ter um Ministro da Justiça que não quer mandar as imagens? Ora, fazer pedido à Polícia Federal? Que conselho é esse? Isso é um desrespeito às prerrogativas de parlamentares. 

(Edurardo Girão) Aí fica, senhor presidente, aquele questionamento:Será que é porque vai ser revelado onde estava a Força de Segurança Nacional no dia 8 de janeiro? É isso? Porque a própria imprensa brasileira mostrou que o maior contingente da parte da Força de Segurança Nacional só chegou às 16 horas e 25 minutos de domingo na esplanada dos ministérios. Onde é que ela ficou? Onde ela estava? Esse é o grande questionamento que a gente vai precisar nessas imagens. A gente não pode esconder a poeira embaixo do tapete.

(Edurardo Girão) O primeiro semestre, os primeiros dois meses dessa comissão, foi só ouvindo um lado. A gente precisa rememorar que o governo não queria de jeito nenhum essa CPMI. 

(Edurardo Girão) Fez de tudo com as imagens, olha a coincidência, imagens vazadas lá do Palácio do Planalto, se viu uma colaboração, como colocou aqui o senador Marcos Rogério, de integrantes do GSI servindo água, recebendo os visitantes como se estivessem em casa. O que mais será revelado nessas imagens que o ministro Dino não quer entregar? E outra coisa, por que essa demora? É cortina de fumaça? Por que essa demora? Estão querendo ganhar tempo? Pra quê? Essas imagens têm que chegar, senhor presidente, no máximo em 48 horas aqui nessa comissão. Eu já vou dizer que nós temos que ver a questão de perícia também dessas imagens.

<Corta para a fala do presidente da comissão, Arthur Maia>

(Arthur Maia) Então eu vou tomar uma posição intermediária. Eu vou solicitar, sim, a reconsideração ao senhor ministro da Justiça para que ele apresente a esta comissão essas imagens no prazo de 48 horas. Se assim ele não agir, nós tomaremos então a decisão, já está tomada a decisão de fazermos a solicitação perante o STF."
Flávio Bolsonaro,01 de ago.,CvaM7F8g3oX,https://www.instagram.com/reel/CvaM7F8g3oX/,"“Eu não adulterei, tirei uma informação a pedido do ministro do GSI”…
Faltou dizer: “fiz, mas não fui eu”","<Depoimento do ex-diretor da Abin, Saulo, com música tensa de fundo, durante interrogação da relatora Eliziane Gama>

(Saulo) A primeira planilha incluía os alertas encaminhados ao grupo de mensagens da Abin e também todos aqueles alertas que encaminhei do meu telefone pessoal para o inistro. 

(Eliziane Gama) Ou seja, o senhor está dizendo que o senhor, então, adulterou a pedido do G Dias. 

(Saulo) Eu não adulterei. Eu não adulterei. Eu refuto isso.

(Eliziane Gama) O senhor retirou uma informação

<A tela recebe uma camada de cor vermelho e aparece no centro em destaque ""Por ordem do ministro!>

(Saulo) por ordem do ministro!

(Eliziane Gama) ou seja, o senhor retirou o envio ao ministro G Dias a pedido dele. Ou seja, o senhor atendeu uma ordem absurda do ministro do GSI.

(Saulo) Eu não diria que a ordem é absurda. Eu diria que seguia uma ordem."
Flávio Bolsonaro,01 de ago.,CvanpbMAUhA,https://www.instagram.com/reel/CvanpbMAUhA/,"Além de investigar as omissões e más intenções do governo Lula em 8 de janeiro, agora precisamos investigar também os crimes cometidos pela CPMI. 

É absurdo e criminoso o que estão fazendo com jairmessiasbolsonaro, quebrando sigilos e vazando dados. Isso extrapola os limites da Constituição. Países que burlam as regras e atacam as liberdades e direitos individuais de opositores, não são democracias. 

É triste o caminho que o Brasil tem trilhado com anuência de tantos. Hoje, jairmessiasbolsonaro é vítima da máquina petista, amanhã pode ser você e sua família.","<Transmissão do discurso de Flávio Bolsonaro na CPMI com imagens da TV Senado>

(Flávio Bolsonaro) Muito claro para mim que o que houve foi, no mínimo, omissão, mas a partir do momento que ele tem a ação, o ministro G Dias tem a ação de se recusar a receber os alertas e tem a ação de não mobilizar as forças que estavam sob sua subordinação para promover a segurança do prédio do Palácio Planalto, é muito mais do que omissão, algo proposital no meu ponto de vista. 

(Flávio Bolsonaro) Sr. Presidente, Sra. Relatora, Sr. Saulo Moura da Cunha, doutores Marcelo e Leonardo, da defesa do nosso, nossa testemunha hoje.

(Flávio Bolsonaro) Presidente, só uma questão preliminar muito rápida, porque eu insisto na importância disso, que é sobre os vazamentos das informações do COAF que chegaram a essa comissão, e eu pedi a atenção da assessoria de Vossa Excelência da Mesa, que vai produzir o libelo para iniciar as investigações. 

(Flávio Bolsonaro)  O requerimento aprovado do senador Kajuru diz respeito apenas a Mauro Cid, escopo em transações internacionais no período compreendido entre 31 de outubro de 1922 até 31 de maio de 1923. Então, chegam as informaçes do COAF sobre o Mauro Cid, em função de haver duas pessoas que estão autorizadas ao movimento da conta do ex-presidente Bolsonaro, incluindo o Mauro Cid, se quebra também o sigilo da conta do ex-presidente Jair Bolsonaro. Isso é um fato. E detalhados aqui as coisas. 

(Flávio Bolsonaro) Segundo fato, as informações que chegam a essa CPMI são posteriores a essa data no escopo do requerimento aqui aprovado, posteriores a 31 de maio de 1923, pegando até final de julho deste ano.

(Flávio Bolsonaro) E para concluir, agravar ainda mais, seu presidente, para eu passar à oitiva do senhor Saulo, eu tive a informação aqui agora de que Mauro Cid deixou de ter procuração para administrar as contas do presidente Bolsonaro a partir do dia 1º de dezembro de 2022. Desde 1º de dezembro de 2022. Então, jamais o COAF poderia acessar as contas do ex-presidente Bolsonaro a partir dessa data com o fundamento do requerimento que foi aprovado aqui de quebra de sigilo do Mauro Cid.

(Flávio Bolsonaro) Assim, é um crime em cima de crime. Portanto, eu insisto com vossa excelência que algo tem que ser feito com relação ao COAF, porque não dá para a gente ficar aprovando aqui mais um monte de requerimento de quebra de sigilo de COAF sem nem saber a fundamentação, por quê, em que período. 

(Flávio Bolsonaro) Eu estou com uma relação aqui que, se for verdade, presidente, quer votar em bloco um requerimento da relatora de dezenas de quebra de sigilo de pessoas que não sabem nem quem é, nem quem são, e a partir de 2019, inclusive. A partir de 2019. 

(Flávio Bolsonaro) E vamos estar atentos, porque pelo que eu estou vendo aqui muito rapidamente, sr presidente, diz respeito às pessoas que estão querendo criar essa narrativa aqui de financiadores do golpe, pessoas do agro fascista. Vamos tomar cuidado, porque, com certeza, a maioria esmagadora, se não todas as pessoas que fizeram essas doações ou alugaram ônibus, jamais concordariam com o final que aconteceu no dia 8 de depredação de patrimônio. De boa fé, poderiam estar acreditando que estava ajudando, como fizeram em diversas outras manifestações pacíficas, democráticas, de apoio ao presidente Bolsonaro. Não tinham nenhum compromisso com o desfecho que houve no dia 8. 

(Flávio Bolsonaro) E mais, para concluir essa parte, temos que estar atentos, se não tem gente aqui trabalhando, para colocar em evidência algumas empresas, no intuito de causar um dano à sua imagem, um prejuízo à sua atividade e, por consequência, favorecer um concorrente. Então, vamos ter muito cuidado, um critério aqui com lupa, caso a caso, de quem nós vamos autorizar a quebra de sigilo bancário.

(Flávio Bolsonaro) É essa consideração eu queria fazer, pedindo atenção da sua assessoria, porque são vários os crimes aqui que supostamente foram cometidos e nós temos que identificar não só por parte do COAF, mas por parte de integrantes ou assessores de integrantes dessa comissão. 

(Flávio Bolsonaro) Dito isso, presidente, eu quero também saudar aqui o sr. Saulo pela sua tranquilidade, pela sua firmeza e a conclusão, que é fácil de se chegar na sua letiva aqui hoje, é que a Abin fez o seu trabalho, informou a quem devia informar com os instrumentos que tinha a seu alcance e, simplesmente, quem tinha a obrigação de compartilhar essas informações e alertar demais autoridades constituídas, já que, a partir do 1º de janeiro de 23, o presidente do Brasil chamava-se Luiz Inácio Lula da Silva, deveria ele e todos os seus subordinados tomarem providência para evitar o que acontecesse, não tomaram providência nenhuma. Esse é o fato.

(Flávio Bolsonaro) A partir, pelo o que senhor falou aqui no início, sr. Saulo, em 27 de dezembro, começam ali, o senhor teve acesso, enquanto na transição ainda, relatórios da Abin, afirmando que já apareciam ali as seguintes qualificações, de que havia um movimento grande de pessoas, mas não afirmava que todos eram extremistas, havia alguns que poderiam ser qualificados como extremistas. 27 de dezembro. 

(Flávio Bolsonaro) E aí, nas trocas de mensagens também, nos alertas que o senhor envia, começa a haver uma desmobilização desses acampamentos, a partir de 2 de janeiro deste ano. Portanto, uma diminuição do movimento das pessoas e acreditando-se que isso iria se esvaziar naturalmente. Portanto, é óbvio que não há uma premeditação de nada, de ninguém, do governo passado, porque se houvesse, jamais teria essa diminuição dessa articulação, dessa movimentação. Que, repito, com toda tranquilidade, é algo que foi feito de forma espontânea, sem comando de ninguém.

(Flávio Bolsonaro) E, a partir do dia 5 ou 6, o senhor começa, nos alertas que envia também aos sr G Dias, o senhor começa a informar um aumento na quantidade de pessoas chegando à Brasília, por informações da ANTT dos ônibus que estavam sendo loteados para trazer as pessoas para cá. 

(Flávio Bolsonaro) Mais uma vez, é fake news queria concluir que as pessoas estavam vindo para cá para fazer quebra-quebra ou para assumir prédio de instituição ou de poder nenhum. Muitas das pessoas, com certeza, vieram para fazer mais uma das várias manifestações pacíficas que aconteceram.

(Flávio Bolsonaro) E, a partir do dia 5, o senhor fala 43 ônibus, a partir do dia 6 para o dia 7, mais 105 ônibus, e aí é que vem o pulo do gato. Já tínhamos, no GSI, uma pessoa experiente, que já foi ministro do GSI, em 2003, em outro governo do PT. Ele simplesmente fala para o senhor que ele não é o destinatário final dos alertas que o senhor está enviando e pede que o senhor retire ele desse grupo, dessa lista de transmissão, para as pessoas que chegavam a essas informações, as pessoas que tinham vinculações com a parte de inteligência dos diversos órgãos de segurança nacional e aqui do Distrito Federal.

(Flávio Bolsonaro) Quer dizer, a pessoa que é responsável pela segurança no Palácio do Panalto diz que não se sente o destinatário final correto para as mensagens, para os alertas que a própria Abin enviava para ele. Quer dizer, lavou as mãos, é o 'transministro' –– não é assim que fala quem é ministro e se acha ministro, mas não é, é um negócio desse –– Transministro. E todos os alertas que são enviados, obviamente, a Abin não é o organismo responsável por fazer toda a proteção, desencadear o passo a passo do tal plano escudo. 

(Flávio Bolsonaro) E o chocante para mim desse dia aqui hoje, senhor Saulo, é essa fala, às 8 da manhã na troca de mensagem com o senhor pelo Whats App, do ex-ministro G Dias, ""acho que vamos ter problemas"", 8 da manhã de domingo. Depois de tudo que nós vimos aqui, desde pelo menos o dia 6 de janeiro, tudo sendo informado em exaustão, difundido para diversos outros órgãos de segurança, e no dia 8, no domingo, dia 8 de janeiro, aproximadamente 8 da manhã, ele responde ao senhor, ""acho que vamos ter problemas"". 

(Flávio Bolsonaro) E pelo que eu já li também, esse plano escudo, ele é possível de ser colocado em prática em 25 minutos. Em 25 minutos, todas as barreiras de proteção, as comunicações com os órgãos responsáveis por cada etapa da segurança dos prédios públicos aqui do Executivo, do Legislativo e do Judiciário, em 25 minutos já era para estar tudo em ordem, preparado para receber uma grande quantidade de manifestantes, que nesse momento já tinha certeza da virulência desses atos. E o que foi feito? Nada. Absolutamente nada.

(Flávio Bolsonaro) Portanto, é importante termos as imagens aqui do Ministério da Justiça, para saber por que é que o ministro ficou de camarote observando tudo sem fazer nada também? Tinha competência, sim, o GSI, pelo menos da segurança do Palácio do Planalto, a competência é do GSI. E cadê? Onde estava a Força Nacional? Onde estava o batalhão da Guarda Presidencial? Será que as imagens do Ministério da Justiça vão nos mostrar para onde estava a Força Nacional nesse momento? Ou as imagens do Palácio do Planalto vão nos mostrar onde estava o batalhão da Guarda Presidencial no momento da invasão, a partir de que horas começou? 

(Flávio Bolsonaro) Será que o suposto apoiador de Bolsonaro visto quebrando o relógio histórico não entrou lá no Palácio do Planalto antes que a massa tivesse acesso lá? Nas palavras do Lula, a partir do momento que alguém abriu a porta do Palácio do Planalto? 

(Flávio Bolsonaro) Então, são muitas perguntas que precisam ser respondidas, e eu, mais uma vez aqui, não tenho perguntas a fazer ao senhor, porque ficou muito claro para mim hoje, muito claro para mim, que o que houve foi, no mínimo, omissão, mas a partir do momento que ele tem a ação, o ministro G Dias tem a ação de se recusar a receber os alertas, ele tem a ação de não mobilizar as forças que estavam sob sua subordinação para promover a segurança do prédio do Palácio do Planalto, é muito mais do que omissão, algo proposital no meu ponto de vista. 

(Flávio Bolsonaro) Mais uma vez, as máscaras estão caindo muito rapidamente da importância, presidente, dessa CPMI aqui. Parabéns."
Flávio Bolsonaro,01 de ago.,CvZ-r18A9-m,https://www.instagram.com/reel/CvZ-r18A9-m/,"O ministro da Justiça precisa respeitar o parlamento e a CPMI. Não entregar as imagens indica duas possibilidades: ou ele tem algo a esconder, ou despreza senadores e deputados.","<Transmissão da CPMI do 8 de janeiro, fala de Flávio Bolsonaro. Acima do vídeo aparece um texto ""Lula e seus ministros"" e, abaixo ""não respeitam ninguém"">

(Flávio Bolsonaro) Presidente, eu vou, rapidamente, só para contribuir, eu quero falar exatamente na questão de ordem seguinte, que o senador... Mas só sugerir, a vossa excelência, que hoje é um momento importante de traçar uma linha aqui de qual é a nossa atuação e a nossa credibilidade. 

(Flávio Bolsonaro) Então, presidente, só sugerir, além do que já foi dito, que reiterasse ao ministro da Justiça, sim, as imagens, com um prazo de 48 horas para que ele responda, envie para cá essas informações, sob pena, sim, de essa comissão encaminhar à Procuradoria-Geral da República uma representação por responsabilidade contra ele, porque ele não pode –– eu vou usar aqui um de um gerúndio educado –– não pode continuar andando para essa comissão, menosprezando o trabalho parlamentar, como ele vem fazendo desde que sentou naquela cadeira de ministro. Tem que se impor respeito, a gente tem que ter respeito aqui.

(Flávio Bolsonaro) Não há uma hierarquia nossa em relação ao presidente da República, ao presidente supremo. Nós caminhamos dentro da lei, mas temos algumas prerrogativas que, nesse momento, daí da importância da postura de vossa excelência, que eu também parabenizo, de não deixar que andem, mais uma vez, sobre as nossas cabeças, presidente."
jorgeseifjunior,01 de ago.,,https://www.instagram.com/p/CvaVN4Uo-Jq/,"A Constituição Federal atribui a CPMIs poderes próprios de investigação, ou seja, independência e poder de Polícia.

A sociedade brasileira exige de nós a verdade dos fatos. 

Por isso, não admitiremos nenhuma possibilidade que coloque em risco as investigações em curso nessa comissão.","<Vídeo mostra uma imagem de Flavio Dino e, atrás dele, um grande relógio com o tempo passando rapidamente. Em destaque, na frente, o texto ""48 horas"", depois de um tempo a imagem se movimenta e aparece o texto ""Para Flávio Dino entregar as imagens do Palácio da Justiça"">"
Marco Feliciano,01 de ago.,Cvab_yRAGs6,https://www.instagram.com/p/Cvab_yRAGs6/,"Ex-Abin removeu nome de G.Dias de relatório a mando do próprio ministro. 

#politica #prmarcofeliciano","<Imagem reproduzindo foto de Lula e G.Dias se abraçando e sorrindo. No topo uma manchete da Revista Oeste ""Urgente: ex-Abin removeu nome de G.Dias de relatório a mando do próprio ministro>"
Flávio Bolsonaro,02 de ago.,CvcIoeRuM7f,https://www.instagram.com/reel/CvcIoeRuM7f/,Eles já sabiam de tudo a tal ponto que parece ter sido organizado pelos próprios petistas. Só acredita nesse governo quem gosta de ser enganado…,"<Transmissão da CPMI, durante depoimento de Saulo Moura da Cunha. Acima do vídeo aparece uma foto de Lula segurando no rosto de Dino e o texto ""Foram só 33 alertas da Abin em 7 dias..."". Abaixo Lula abraçando G Dias ""Lula, Din e g. Dias cada vez mais enrolados> 

(Saulo Moura da Cunha) Dia 2 de janeiro e o final da madrugada do dia 8 de janeiro, a Abin produziu 33 alertas de inteligência. 

(Eliziane Gama) Do dia... Que dia? 

(Saulo Moura da Cunha) Do dia 6 de janeiro, do dia 2 de janeiro, até o final do dia 8, até o final do dia 8, Abin produziu... 

(Arthur Maia) Do dia 2 ao dia 8? 

(Saulo Moura da Cunha) Isso, produziu isso, 33 alertas de inteligência."
jorgeseifjunior,02 de ago.,,https://www.instagram.com/p/Cvciu5WOFr0/,"A narrativa de “golpe” dos atos do dia 8 de janeiro não se sustenta mais.

A verdade está aí e comprova que esse desgoverno foi co-autor dos atos do dia 8 de janeiro!","<Carrossel>
<Imagem 1: Saulo Moura da Cunha, e Gonçalves Dias aparecem em oposição. Na frente deles o texto ""Novas evidências apontam: Governo tem responsabilidade nos ato do dia 8 de janeiro:"">
<Imagem 2: Foto de G. Dias num dos cantos da imagem. O restante tem um texto em destaque: ""Governo ignorou protocolo de defesa no 8 de janeiro: Documenbto sigiloso revela que o governo Lula ignorou o Plano Escudo, um protocolo de defesa que deveria ter sido acionado durante atos de vandalismo. // Se o Escudo tivesse sido acionado, o governo deveria ter orientado as tropas da PMDF. Isso, porém, não ocorreu"">
<Imagem 3: Foto de Saulo Moura da Cunha  num dos cantos da imagem. O restante tem um texto em destaque: ""Foi ordem de G. Dias alterar relatórios da Abin: A afirmação é do ex-diretor-adjunto da Abin, Saulo Moura da Cunha, que disse: ""Eu não adulterei [o relatório]. Eu tirei uma informação por ordem do ministro"">
<Imagem 4: Foto de Jair bolsonaro num dos cantos da imagem. O restante tem um texto em destaque: ""Quem ignorou o protocolo de defesa do Palácio do Planalto, deixando as portas abertas para depois tentar culpar os 'bolsonaristas'?"">"
Eduardo Girão,03 de ago.,CvgPCTqLTaI,https://www.instagram.com/p/CvgPCTqLTaI/,"🇧🇷COMBINADO? FARSA TERIA OCORRIDO NO PALÁCIO ONDE FOI SERVIDO ÁGUA AOS MANIFESTANTES…🤷‍♂️

Aprovamos hoje um requerimento de convocação de minha autoria e de outros colegas da oposição para ouvirmos o fotógrafo Adriano Machado , da Agência Reuters, que protagonizou cenas pra lá de estranhas na Presidência da República no mesmo dia e período em que o General do LULA, G DIAS e sua equipe serviam água como se estivessem recebendo convidados em casa no fatídico dia 8/1…Mesmo com  inúmeras dificuldades que estamos enfrentando na Comissão Parlamentar Mista de Inquérito do dia 8 de janeiro, conseguimos essa importante conquista na busca pela verdade dos fatos. O depoimento dele é fundamental já que ele estava na companhia dos manifestantes, demonstrando certos conhecimentos e familiaridade com aquelas pessoas que invadiram a antessala Presidencial.
O trabalho está desafiador pela obstrução política dos governistas que ocuparam a CPMI - um instrumento histórico da oposição/minoria - para proteger os poderosos de plantão, do governo Lula! Mas graças a Deus, com as orações dos justos, vamos aos poucos conseguindo “combater o bom combate” para identificar os culpados, seja por ação ou omissão sobre tal emblemático dia . Que a Verdade e a Justiça prevaleçam na Nação. Jesus no comando. Sempre! Paz & Bem 👍🇧🇷☀️🙏🏽 #senadoreduardogirão #pelobrasil #peloceará #justiçaparatodos #deusnocontrole","<Post com duas imagens de câmera de segurança do Planalto no 8 de janeiro, na primeira um homem de verde e amarelo comprimenta o fotógrafo da Reuters Adriano Machado, na outra o mesmo homem chuta uma porta de vidro. Abaixo uma chamada em destaque ""VITÓRIA: CPMI INVESTIGARÁ ""ENSAIO FOTOGRÁFICO"" NA ANTESSALA DE LULA""> "
